   27
    0.0000000000    0.0000000000    0.0088889000
    0.0000000000    0.0666667000    0.0533333000
    0.0000000000    0.1333333000    0.0533333000
    0.0000000000    0.2000000000    0.0533333000
    0.0000000000    0.2666667000    0.0533333000
    0.0000000000    0.3333333000    0.0533333000
    0.0000000000    0.4000000000    0.0533333000
    0.0000000000    0.4666667000    0.0533333000
    0.0666667000    0.0666667000    0.0533333000
    0.0666667000    0.1333333000    0.1066667000
    0.0666667000    0.2000000000    0.1066667000
    0.0666667000    0.2666667000    0.1066667000
    0.0666667000    0.3333333000    0.1066667000
    0.0666667000    0.4000000000    0.1066667000
    0.0666667000    0.4666667000    0.0533333000
    0.1333333000    0.1333333000    0.0533333000
    0.1333333000    0.2000000000    0.1066667000
    0.1333333000    0.2666667000    0.1066667000
    0.1333333000    0.3333333000    0.1066667000
    0.1333333000    0.4000000000    0.1066667000
    0.2000000000    0.2000000000    0.0533333000
    0.2000000000    0.2666667000    0.1066667000
    0.2000000000    0.3333333000    0.1066667000
    0.2000000000    0.4000000000    0.0533333000
    0.2666667000    0.2666667000    0.0533333000
    0.2666667000    0.3333333000    0.1066667000
    0.3333333000    0.3333333000    0.0177778000
